lang,full_text,processed_text,word_tokens,word_weights,polarity_score
in,"@Akhjarapa iyaa, pas sebelum pandemi setau aku semua ujian mandiri offline. Jadi kalo ikut simak harus ke ui, kalo ikut unair ke surabaya, ugm ke jogja, begituu",iyaa pa pandemi setau ujian mandiri offline kalo simak ui kalo unair surabaya ugm jogja begituu ,"['iyaa', 'pa', 'pandemi', 'setau', 'ujian', 'mandiri', 'offline', 'kalo', 'simak', 'ui', 'kalo', 'unair', 'surabaya', 'ugm', 'jogja', 'begituu']","[0, '-5', '-5', 0, '1', '-3', 0, 0, '3', 0, 0, 0, 0, 0, 0, 0]",-9
in,"Organisasi Kesehatan Dunia (WHO) secara resmi mengumumkan bahwa Covid-19 bukan lagi darurat kesehatan global. Dengan demikian penyebaran Covid-19 bukan lagi berstatus pandemi.

#surabaya #resmiaikhiri #covid #who
https://t.co/HGSxg6Rl4Y",organisasi kesehatan dunia who resmi mengumumkan covid 19 darurat kesehatan global penyebaran covid 19 berstatus pandemi surabaya resmiaikhiri covid who ,"['organisasi', 'kesehatan', 'dunia', 'who', 'resmi', 'mengumumkan', 'covid', '19', 'darurat', 'kesehatan', 'global', 'penyebaran', 'covid', '19', 'berstatus', 'pandemi', 'surabaya', 'resmiaikhiri', 'covid', 'who']","['3', 0, '1', 0, '2', '3', 0, 0, '1', 0, 0, 0, 0, 0, '4', '-5', 0, 0, 0, 0]",9
in,"Kementerian Pariwisata dan Ekonomi Kreatif RI mengapresiasi gelaran “Festival Rujak Uleg Surabaya” pascapencabutan status pandemi oleh World Health Organization (WHO).

https://t.co/4TUYRYqsje",kementerian pariwisata ekonomi kreatif ri mengapresiasi gelaran festival rujak uleg surabaya pascapencabutan status pandemi world health organization who ,"['kementerian', 'pariwisata', 'ekonomi', 'kreatif', 'ri', 'mengapresiasi', 'gelaran', 'festival', 'rujak', 'uleg', 'surabaya', 'pascapencabutan', 'status', 'pandemi', 'world', 'health', 'organization', 'who']","[0, 0, 0, '4', 0, 0, 0, 0, 0, 0, 0, 0, 0, '-5', 0, 0, 0, 0]",-1
in,"Walikota Surabaya, Eri Cahyadi akan semakin mengoptimalkan pengembangan wisata dan potensi ekonominya. Pasca WHO cabut pandemi. https://t.co/tyyjSC981a",walikota surabaya eri cahyadi mengoptimalkan pengembangan wisata potensi ekonominya pasca who cabut pandemi ,"['walikota', 'surabaya', 'eri', 'cahyadi', 'mengoptimalkan', 'pengembangan', 'wisata', 'potensi', 'ekonominya', 'pasca', 'who', 'cabut', 'pandemi']","[0, 0, 0, 0, 0, '3', 0, '3', 0, 0, 0, '-5', '-5']",-4
in,@susipudjiastuti @jokowi @KemenPU Numpang komen. Purwokerto - Wonosobo juga pengin punya jalur kereta Commuter pak @jokowi Biar yang mudik dari Jakarta/Surabaya yang turun Stasiun Purwokerto bisa langsung nyambung. Dulu ada angkutan terusan ELF tapi sejak Pandemi sudah tidak dijalankan lagi.,numpang komen purwokerto wonosobo pengin jalur kereta commuter biar mudik jakarta surabaya turun stasiun purwokerto langsung nyambung angkutan terusan elf pandemi dijalankan ,"['numpang', 'komen', 'purwokerto', 'wonosobo', 'pengin', 'jalur', 'kereta', 'commuter', 'biar', 'mudik', 'jakarta', 'surabaya', 'turun', 'stasiun', 'purwokerto', 'langsung', 'nyambung', 'angkutan', 'terusan', 'elf', 'pandemi', 'dijalankan']","[0, 0, 0, 0, 0, '-4', '-4', 0, '1', '-3', 0, 0, '1', 0, 0, '3', 0, 0, 0, 0, '-5', 0]",-11
in,"Sama aja kaya pas jaman pandemi sujud2 di RS soetomo surabaya. Katanya berharap soetomo nolak bantuan. Mana ada RS nolak bantuan kalau jelas. 🗿🗿
Kalau orang mungkin sujud adalah bentuk mangilering belio. 🗿",aja kaya pa jaman pandemi sujud2 r soetomo surabaya berharap soetomo nolak bantuan r nolak bantuan orang sujud bentuk mangilering belio ,"['aja', 'kaya', 'pa', 'jaman', 'pandemi', 'sujud2', 'r', 'soetomo', 'surabaya', 'berharap', 'soetomo', 'nolak', 'bantuan', 'r', 'nolak', 'bantuan', 'orang', 'sujud', 'bentuk', 'mangilering', 'belio']","['1', '2', '-5', '-2', '-5', 0, 0, 0, 0, '4', 0, 0, 0, 0, 0, 0, 0, 0, '4', 0, 0]",-1
in,"@MalangTramway @panduwidyanto @rasjawa @JatimPemprov @PTKAIIndonesia @PTkaicommuter @EmilDardak @PemkotSurabaya Jauh sebelom pandemi, waktu KA Komuter Surabaya-Porong lagi rame ramenya, sempet ada wacana ini, unit KRD MCW sempet ditest ke arah Malang, hasilnya ? Trase Bangil-Lawang sama Singosari-Belimbing kereta bolak balik selip, akhirnya gajadi",sebelom pandemi ka komuter surabaya porong rame ramenya sempet wacana unit krd mcw sempet ditest arah malang hasilnya trase bangil lawang singosari belimbing kereta bolak selip gajadi ,"['sebelom', 'pandemi', 'ka', 'komuter', 'surabaya', 'porong', 'rame', 'ramenya', 'sempet', 'wacana', 'unit', 'krd', 'mcw', 'sempet', 'ditest', 'arah', 'malang', 'hasilnya', 'trase', 'bangil', 'lawang', 'singosari', 'belimbing', 'kereta', 'bolak', 'selip', 'gajadi']","[0, '-5', 0, 0, 0, 0, '2', 0, 0, '-3', '-4', 0, 0, 0, 0, '1', '-5', 0, 0, 0, 0, 0, 0, '-4', 0, 0, '-3']",-21
in,"📍 Surabaya
Alhamdulillah, Pandemi Covid-19 ditetapkan berakhir per hari ini. Semangat yuk semangat, yg sempet tertunda karena alasan Pandemi bisa kembali diteruskan.

#Coronation #KingCharles Princess Charlotte https://t.co/crHndx6E4f",surabaya alhamdulillah pandemi covid 19 ditetapkan semangat yuk semangat yg sempet tertunda alasan pandemi diteruskan coronation kingcharles princess charlotte ,"['surabaya', 'alhamdulillah', 'pandemi', 'covid', '19', 'ditetapkan', 'semangat', 'yuk', 'semangat', 'yg', 'sempet', 'tertunda', 'alasan', 'pandemi', 'diteruskan', 'coronation', 'kingcharles', 'princess', 'charlotte']","[0, '5', '-5', 0, 0, 0, '4', '4', '4', 0, 0, '-3', 0, '-5', 0, 0, 0, 0, 0]",4
in,"Dulu Surabaya, semenjak pandemi sampe sekarang udah hampir ngga pernah nobar",surabaya semenjak pandemi sampe udah ngga nobar ,"['surabaya', 'semenjak', 'pandemi', 'sampe', 'udah', 'ngga', 'nobar']","[0, 0, '-5', 0, 0, '-2', 0]",-7
in,"@yurhepimil @infomalang @yusufgunawan jawa indah tp ekonomi tp setau saya jarang jalan sejak pandemi, mending ke surabaya trs dr sby ambil jurusan blora / cepu",jawa indah tp ekonomi tp setau jarang jalan pandemi mending surabaya trs dr sby ambil jurusan blora cepu ,"['jawa', 'indah', 'tp', 'ekonomi', 'tp', 'setau', 'jarang', 'jalan', 'pandemi', 'mending', 'surabaya', 'trs', 'dr', 'sby', 'ambil', 'jurusan', 'blora', 'cepu']","[0, '3', 0, 0, 0, 0, 0, 0, '-5', '2', 0, 0, 0, 0, '-5', 0, 0, 0]",-5
in,"Adik adiknya yanguti goes to Surabaya rencana dari sebelum pandemi ampe yanguti akhiry ga ada, baru kesampean seru bener 🤣 https://t.co/cojOdkwNkd",adik adiknya yanguti go to surabaya rencana pandemi ampe yanguti akhiry ga kesampean seru bener ,"['adik', 'adiknya', 'yanguti', 'go', 'to', 'surabaya', 'rencana', 'pandemi', 'ampe', 'yanguti', 'akhiry', 'ga', 'kesampean', 'seru', 'bener']","[0, 0, 0, 0, 0, 0, '2', '-5', 0, 0, 0, 0, 0, '5', '3']",5
in,"Industri Textile di Surabaya Kembali Bergeliat, Penjualan Kain Meningkat 50 Persen Pasca Pandemi.

Surabaya (https://t.co/ksziGGp1k3) – Industri textile di Surabaya kembali menggeliat… https://t.co/AgNUAWS6KF #Ekbis #fashion #industritextile #kainseragam via @beritajatimcom",industri textile surabaya bergeliat penjualan kain meningkat 50 persen pasca pandemi surabaya industri textile surabaya menggeliat ekbis fashion industritextile kainseragam via ,"['industri', 'textile', 'surabaya', 'bergeliat', 'penjualan', 'kain', 'meningkat', '50', 'persen', 'pasca', 'pandemi', 'surabaya', 'industri', 'textile', 'surabaya', 'menggeliat', 'ekbis', 'fashion', 'industritextile', 'kainseragam', 'via']","[0, 0, 0, 0, 0, 0, 0, 0, '2', 0, '-5', 0, 0, 0, 0, '-3', 0, 0, 0, 0, 0]",-6
in,"Usai pandemi Covid-19 atau tepatnya memasuki 2023, industri tekstil di Jawa Timur khususnya Surabaya kembali menggeliat. https://t.co/O68uiDGUWo",pandemi covid 19 tepatnya memasuki 2023 industri tekstil jawa timur surabaya menggeliat ,"['pandemi', 'covid', '19', 'tepatnya', 'memasuki', '2023', 'industri', 'tekstil', 'jawa', 'timur', 'surabaya', 'menggeliat']","['-5', 0, 0, 0, '2', 0, 0, 0, 0, 0, 0, '-3']",-6
in,"Tindaklanjuti Rakor, Bersama BPKP Jatim Susun Profil Resiko Fraud

Ketua KPU Surabaya sekaligus Divisi Keuangan, Umum, Logistik, dan Rumah Tangga, Nur Syamsi turut menyampaikan kronologi pelaksanaan Pemilihan terakhir di masa pandemi.

Informasi selengkapnya dapat dilihat https://t.co/ZveBLfCmtI",tindaklanjuti rakor bpkp jatim susun profil resiko fraud ketua kpu surabaya divisi keuangan logistik rumah tangga nur syamsi kronologi pelaksanaan pemilihan pandemi informasi selengkapnya ,"['tindaklanjuti', 'rakor', 'bpkp', 'jatim', 'susun', 'profil', 'resiko', 'fraud', 'ketua', 'kpu', 'surabaya', 'divisi', 'keuangan', 'logistik', 'rumah', 'tangga', 'nur', 'syamsi', 'kronologi', 'pelaksanaan', 'pemilihan', 'pandemi', 'informasi', 'selengkapnya']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '3', 0, 0, 0, '-1', '-4', 0, '-5', '2', '1']",-4
in,"@mandorkuliWFH Betul sekali~~ Seringkali orang Indonesia non-Bali (terlebih orkay2 Jakarta/Surabaya) ngekritik WNA tp dirinya sendiri jg kemarin pas pandemi beli banyak properti dgn harga sangat murah... berkat purchasing power yg lebih kuat drpd org lokal, plus manfaatin desperation",seringkali orang indonesia non bali orkay2 jakarta surabaya ngekritik wna tp jg kemarin pa pandemi beli properti dgn harga murah berkat purchasing power yg kuat drpd org lokal plus manfaatin desperation ,"['seringkali', 'orang', 'indonesia', 'non', 'bali', 'orkay2', 'jakarta', 'surabaya', 'ngekritik', 'wna', 'tp', 'jg', 'kemarin', 'pa', 'pandemi', 'beli', 'properti', 'dgn', 'harga', 'murah', 'berkat', 'purchasing', 'power', 'yg', 'kuat', 'drpd', 'org', 'lokal', 'plus', 'manfaatin', 'desperation']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '-5', '-5', '2', 0, 0, '3', '3', '1', 0, 0, 0, '2', 0, 0, 0, '2', 0, 0]",3
in,COVID-19 merupakan pandemi global dengan manifestasi klinis yang bervariasi dan dipengaruhi oleh banyak faktor. Data epidemiologi dari pasien COVID-19 di Surabaya belum banyak dipublikasikan. https://t.co/NP0QbdH3FR,covid 19 pandemi global manifestasi klinis bervariasi dipengaruhi faktor data epidemiologi pasien covid 19 surabaya dipublikasikan ,"['covid', '19', 'pandemi', 'global', 'manifestasi', 'klinis', 'bervariasi', 'dipengaruhi', 'faktor', 'data', 'epidemiologi', 'pasien', 'covid', '19', 'surabaya', 'dipublikasikan']","[0, 0, '-5', 0, '-3', 0, 0, 0, '-4', '-3', 0, 0, 0, 0, 0, 0]",-15
in,"PPKM Dicabut, PN Surabaya Masih Gelar Sidang Online.

Presiden Joko Widodo sudah resmi mencabut Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) selama pandemi Covid-19. -- Ikuti kami di… https://t.co/X45hnmTSKu #HukumKriminal #pnsurabaya #PPKMdicabut via @beritajatimcom",ppkm dicabut pn surabaya gelar sidang online presiden joko widodo resmi mencabut pemberlakuan pembatasan kegiatan masyarakat ppkm pandemi covid 19 ikuti hukumkriminal pnsurabaya ppkmdicabut via ,"['ppkm', 'dicabut', 'pn', 'surabaya', 'gelar', 'sidang', 'online', 'presiden', 'joko', 'widodo', 'resmi', 'mencabut', 'pemberlakuan', 'pembatasan', 'kegiatan', 'masyarakat', 'ppkm', 'pandemi', 'covid', '19', 'ikuti', 'hukumkriminal', 'pnsurabaya', 'ppkmdicabut', 'via']","[0, 0, 0, 0, '2', '1', 0, '3', 0, 0, '2', 0, 0, 0, '3', 0, 0, '-5', 0, 0, 0, 0, 0, 0, 0]",6
in,"Surabaya - Yang doyan nonton konser merapat! Berikut ini info soal konser di Jatim untuk Februari 2023.Tahun ini, industri hiburan semakin menggeliat pascaterpuruk selama pandemi COVID-19, termasuk konser musik.

https://t.co/0WbdtTqzu8",surabaya doyan nonton konser merapat info konser jatim februari 2023 industri hiburan menggeliat pascaterpuruk pandemi covid 19 konser musik ,"['surabaya', 'doyan', 'nonton', 'konser', 'merapat', 'info', 'konser', 'jatim', 'februari', '2023', 'industri', 'hiburan', 'menggeliat', 'pascaterpuruk', 'pandemi', 'covid', '19', 'konser', 'musik']","[0, 0, 0, 0, '1', '-3', 0, 0, 0, 0, 0, 0, '-3', 0, '-5', 0, 0, 0, '2']",-8
in,"Seiring situasi pandemi Covid-19 teratasi, mendorong pementasan rutin seni budaya di Balai Pemuda Surabaya dapat digiatkan kembali untuk pembudayaan masyarakat. #Nusantara #AdadiKompas
https://t.co/JiyiHA6QSB",seiring situasi pandemi covid 19 teratasi mendorong pementasan rutin seni budaya balai pemuda surabaya digiatkan pembudayaan masyarakat nusantara adadikompas ,"['seiring', 'situasi', 'pandemi', 'covid', '19', 'teratasi', 'mendorong', 'pementasan', 'rutin', 'seni', 'budaya', 'balai', 'pemuda', 'surabaya', 'digiatkan', 'pembudayaan', 'masyarakat', 'nusantara', 'adadikompas']","[0, 0, '-5', 0, 0, 0, '-4', 0, 0, '1', 0, '-3', '2', 0, 0, '-5', 0, 0, 0]",-14
in,"Seiring situasi pandemi Covid-19 teratasi, mendorong pementasan rutin seni budaya di Balai Pemuda Surabaya dapat digiatkan kembali untuk pembudayaan masyarakat. 

https://t.co/TvbCphl9xY

#Nusantara #AdadiKompas",seiring situasi pandemi covid 19 teratasi mendorong pementasan rutin seni budaya balai pemuda surabaya digiatkan pembudayaan masyarakat adadikompas ,"['seiring', 'situasi', 'pandemi', 'covid', '19', 'teratasi', 'mendorong', 'pementasan', 'rutin', 'seni', 'budaya', 'balai', 'pemuda', 'surabaya', 'digiatkan', 'pembudayaan', 'masyarakat', 'adadikompas']","[0, 0, '-5', 0, 0, 0, '-4', 0, 0, '1', 0, '-3', '2', 0, 0, '-5', 0, 0]",-14
in,"Walikota yang akrab disapa Cak Eri itu mengungkapkan, penghargaan Adipura Kencana sempat terhenti beberapa tahun lalu akibat pandemi Covid-19. Walaupun penghargaan itu sempat terhenti, warga Kota Surabaya tetap konsisten menjaga kebersihan lingkungan bersama. Dari hal tersebutlah https://t.co/vmPKU6zcgs",walikota akrab disapa cak eri penghargaan adipura kencana terhenti akibat pandemi covid 19 penghargaan terhenti warga kota surabaya konsisten menjaga kebersihan lingkungan ,"['walikota', 'akrab', 'disapa', 'cak', 'eri', 'penghargaan', 'adipura', 'kencana', 'terhenti', 'akibat', 'pandemi', 'covid', '19', 'penghargaan', 'terhenti', 'warga', 'kota', 'surabaya', 'konsisten', 'menjaga', 'kebersihan', 'lingkungan']","[0, '3', 0, 0, 0, '4', 0, 0, '-3', '1', '-5', 0, 0, '4', '-3', 0, '-1', 0, 0, '-3', 0, '3']",0
in,"Seiring situasi pandemi Covid-19 teratasi, mendorong pementasan rutin seni budaya di Balai Pemuda Surabaya dapat digiatkan kembali untuk pembudayaan masyarakat.
https://t.co/XBJbZxwZbE

#Nusantara #AdadiKompas",seiring situasi pandemi covid 19 teratasi mendorong pementasan rutin seni budaya balai pemuda surabaya digiatkan pembudayaan masyarakat adadikompas ,"['seiring', 'situasi', 'pandemi', 'covid', '19', 'teratasi', 'mendorong', 'pementasan', 'rutin', 'seni', 'budaya', 'balai', 'pemuda', 'surabaya', 'digiatkan', 'pembudayaan', 'masyarakat', 'adadikompas']","[0, 0, '-5', 0, 0, 0, '-4', 0, 0, '1', 0, '-3', '2', 0, 0, '-5', 0, 0]",-14
in,"Seiring situasi pandemi Covid-19 teratasi, mendorong pementasan rutin seni budaya di Balai Pemuda Surabaya dapat digiatkan kembali untuk pembudayaan masyarakat. 
https://t.co/qkb7ZaDtbV

#Nusantara #AdadiKompas",seiring situasi pandemi covid 19 teratasi mendorong pementasan rutin seni budaya balai pemuda surabaya digiatkan pembudayaan masyarakat adadikompas ,"['seiring', 'situasi', 'pandemi', 'covid', '19', 'teratasi', 'mendorong', 'pementasan', 'rutin', 'seni', 'budaya', 'balai', 'pemuda', 'surabaya', 'digiatkan', 'pembudayaan', 'masyarakat', 'adadikompas']","[0, 0, '-5', 0, 0, 0, '-4', 0, 0, '1', 0, '-3', '2', 0, 0, '-5', 0, 0]",-14
in,"Kemarin malam saya naik Gocar di Surabaya, supirnya bergelar SE. Dia cerita pernah kerja di bank swasta, tapi kena perampingan gegara krisis 1997. Lalu dapat kerja di perusahaan Jepang, tapi kena PHK karena pandemi. Sepertinya banyak yg mengalami hal yg sama",kemarin malam gocar surabaya supirnya bergelar cerita kerja bank swasta kena perampingan gegara krisis 1997 kerja perusahaan jepang kena phk pandemi yg mengalami yg ,"['kemarin', 'malam', 'gocar', 'surabaya', 'supirnya', 'bergelar', 'cerita', 'kerja', 'bank', 'swasta', 'kena', 'perampingan', 'gegara', 'krisis', '1997', 'kerja', 'perusahaan', 'jepang', 'kena', 'phk', 'pandemi', 'yg', 'mengalami', 'yg']","[0, '-1', 0, 0, 0, 0, '2', '2', 0, 0, '-3', 0, '-3', '-4', 0, '2', '3', 0, '-3', 0, '-5', 0, '3', 0]",-7
in,"@permanabagazz @begalskateboard @pinkybunny_ @TxtdariHI tahun lalu tiket masih murah kak, ya sama pandemi juga dan lockdown juga. surabaya jakarta cuma 400rb an. sekarang gila udah 3-4 kali lipat 😭",tiket murah kak ya pandemi lockdown surabaya jakarta 400rb an gila udah kali lipat ,"['tiket', 'murah', 'kak', 'ya', 'pandemi', 'lockdown', 'surabaya', 'jakarta', '400', 'rb', 'an', 'gila', 'udah', 'kali', 'lipat']","[0, '3', 0, '4', '-5', 0, 0, 0, 0, 0, 0, '3', 0, 0, 0]",5
in,"Musim ini 9 pemain skuat Persebaya Surabaya telah mencetak gol di Liga 1.

Musim 2018, 16 pemain.
Musim 2019, 15 pemain
Musim 2020, 4 pemain.*
Musim 2021/22, 10 pemain.
Musim 2022/23, 9 pemain.**

*Liga berhenti karena pandemi.
**Hingga laga pekan ke-22

cc : @arthawidhi",musim pemain skuat persebaya surabaya mencetak gol liga musim 2018 16 pemain musim 2019 15 pemain musim 2020 pemain musim 2021 22 10 pemain musim 2022 23 pemain liga berhenti pandemi laga pekan 22 cc ,"['musim', 'pemain', 'skuat', 'persebaya', 'surabaya', 'mencetak', 'gol', 'liga', 'musim', '2018', '16', 'pemain', 'musim', '2019', '15', 'pemain', 'musim', '2020', 'pemain', 'musim', '2021', '22', '10', 'pemain', 'musim', '2022', '23', 'pemain', 'liga', 'berhenti', 'pandemi', 'laga', 'pekan', '22', 'cc']","[0, '-3', 0, 0, 0, '-5', '3', 0, 0, 0, 0, '-3', 0, 0, 0, '-3', 0, 0, '-3', 0, 0, 0, 0, '-3', 0, 0, 0, '-3', 0, 0, '-5', 0, 0, 0, 0]",-25
in,"@convomfs Awal² pandemi pernah naek pesawat Surabaya-Banjarmasin PP, nginjak Kalimantan cuman 1jam doang nunggu dibandara. Hbs itu balik,serunya adl 2.2nya dpt gate paling ujung. Belum lagi waktu itu msh antri pemeriksaan krn covid.Sampe Malang kerasa banget kaya hbs ikut lomba jalan cepat",pandemi naek pesawat surabaya banjarmasin pp nginjak kalimantan cuman 1jam doang nunggu dibandara hb serunya adl 2nya dpt gate ujung msh antri pemeriksaan krn covid sampe malang kerasa banget kaya hb lomba jalan cepat ,"['pandemi', 'naek', 'pesawat', 'surabaya', 'banjarmasin', 'pp', 'nginjak', 'kalimantan', 'cuman', '1jam', 'doang', 'nunggu', 'dibandara', 'hb', 'serunya', 'adl', '2nya', 'dpt', 'gate', 'ujung', 'msh', 'antri', 'pemeriksaan', 'krn', 'covid', 'sampe', 'malang', 'kerasa', 'banget', 'kaya', 'hb', 'lomba', 'jalan', 'cepat']","['-5', 0, '-3', 0, 0, 0, 0, 0, 0, 0, '1', '1', 0, 0, 0, 0, 0, 0, 0, '-3', 0, 0, 0, 0, 0, 0, '-5', 0, '1', '2', 0, 0, 0, '3']",-8
in,"Hallo Sahabat PMI !
Menurut data yang di informasikan Kementerian Kesehatan RI bahwa terjadi peningkatan kasus Campak di beberapa Provinsi.

Kejadian ini, salah satunya disebabkan oleh cakupan imunisasi campak dan rubela yang menurun akibat pandemi Covid-19. https://t.co/DkzwOno5XI",hallo sahabat pmi data informasikan kementerian kesehatan ri peningkatan campak provinsi kejadian salah satunya disebabkan cakupan imunisasi campak rubela menurun akibat pandemi covid 19 ,"['hallo', 'sahabat', 'pmi', 'data', 'informasikan', 'kementerian', 'kesehatan', 'ri', 'peningkatan', 'campak', 'provinsi', 'kejadian', 'salah', 'satunya', 'disebabkan', 'cakupan', 'imunisasi', 'campak', 'rubela', 'menurun', 'akibat', 'pandemi', 'covid', '19']","['4', '4', 0, '-3', 0, 0, 0, 0, 0, '-4', 0, '3', '-4', 0, 0, 0, 0, '-4', 0, '-3', '1', '-5', 0, 0]",-11
in,"@Widino @valentinuserc @tanyakanrl temenku 2019 dapet tiket promo SQ surabaya-tokyo PP cuma 3 juta untuk keberangkatan 2020. 
eh pas 2020 pandemi, ga bisa kemana mana dan gaada penerbangan sama sekali.",temenku 2019 dapet tiket promo sq surabaya tokyo pp juta keberangkatan 2020 eh pa 2020 pandemi ga kemana gaada penerbangan ,"['temenku', '2019', 'dapet', 'tiket', 'promo', 'sq', 'surabaya', 'tokyo', 'pp', 'juta', 'keberangkatan', '2020', 'eh', 'pa', '2020', 'pandemi', 'ga', 'kemana', 'gaada', 'penerbangan']","[0, 0, '2', 0, '3', 0, 0, 0, 0, '2', 0, 0, 0, '-5', 0, '-5', 0, 0, '-3', 0]",-6
in,Beruntung pas sheila on 7 ke Surabaya kebagian tiket 🫶🏻 mana duta bilang kalo itu konser pertama setelah pandemi xixiii,beruntung pa sheila on surabaya kebagian tiket duta bilang kalo konser pandemi xixii ,"['beruntung', 'pa', 'sheila', 'on', 'surabaya', 'kebagian', 'tiket', 'duta', 'bilang', 'kalo', 'konser', 'pandemi', 'xixii']","['4', '-5', 0, 0, 0, 0, 0, 0, 0, 0, 0, '-5', 0]",-6
in,@BigWin_Svaha Mungkin jalan Surabaya...kalau di Jakarta..dah lama gak hunting sejak pandemi,jalan surabaya jakarta dah gak hunting pandemi ,"['jalan', 'surabaya', 'jakarta', 'dah', 'gak', 'hunting', 'pandemi']","[0, 0, 0, '-3', 0, 0, '-5']",-8
in,"@worksfess Halo nder, saya dan teman - teman membangun @kirimen_ae kala pandemi sedang ganas dan Alhamdulillah survive sampai sekarang (dan semoga sampai seterusnya). Kuncinya kuatin mental dan sabar.

Yuk yang butuh kurir di area Surabaya bisa pakai jasa kurir KiriMen! https://t.co/iGDlUCmoNL",halo nder teman teman membangun pandemi ganas alhamdulillah survive semoga kuncinya kuatin mental sabar yuk butuh kurir area surabaya pakai jasa kurir kirimen ,"['halo', 'nder', 'teman', 'teman', 'membangun', 'pandemi', 'ganas', 'alhamdulillah', 'survive', 'semoga', 'kuncinya', 'kuatin', 'mental', 'sabar', 'yuk', 'butuh', 'kurir', 'area', 'surabaya', 'pakai', 'jasa', 'kurir', 'kirimen']","['1', 0, 0, 0, 0, '-5', '-5', '5', 0, 0, 0, 0, 0, '5', '4', '-5', 0, 0, 0, 0, '4', 0, 0]",4
in,"@yyyyyeaaah @tanyakanrl KA Pasundan pun 2 thn lalu ke Surabaya gubeng masih 94rb kak, stlh pandemi dicabut harga nya jd 275rb dg kelas ekonomi biasa seat 2-3 berhadapan :)",ka pasundan thn surabaya gubeng 94rb kak stlh pandemi dicabut harga nya jd 275rb dg kelas ekonomi seat berhadapan smile ,"['ka', 'pasundan', 'thn', 'surabaya', 'gubeng', '94', 'rb', 'kak', 'stlh', 'pandemi', 'dicabut', 'harga', 'nya', 'jd', '275', 'rb', 'dg', 'kelas', 'ekonomi', 'seat', 'berhadapan', 'smile']","[0, 0, 0, 0, 0, 0, 0, 0, 0, '-5', 0, '3', 0, 0, 0, 0, 0, '-3', 0, 0, 0, 0]",-5
in,"@ezash 4,2jt umk surabaya saat itu tahun 2018 dan semenjak pandemi sekarang malah minus",2jt umk surabaya 2018 semenjak pandemi minus ,"['2', 'jt', 'umk', 'surabaya', '2018', 'semenjak', 'pandemi', 'minus']","[0, 0, 0, 0, 0, 0, '-5', '-3']",-8
in,"Warga Surabaya di atas 18 tahun di luar tenaga kesehatan dan lanjut usia mulai dapat menerima vaksinasi dosis keempat sebagai penguat demi menjaga masa perlindungan atau kekebalan komunitas dalam masa pandemi Covid-19.https://t.co/otpLpXjyRF

#Nusantara #AdadiKompas",warga surabaya 18 tenaga kesehatan usia menerima vaksinasi dosis keempat penguat menjaga perlindungan kekebalan komunitas pandemi covid 19 adadikompas ,"['warga', 'surabaya', '18', 'tenaga', 'kesehatan', 'usia', 'menerima', 'vaksinasi', 'dosis', 'keempat', 'penguat', 'menjaga', 'perlindungan', 'kekebalan', 'komunitas', 'pandemi', 'covid', '19', 'adadikompas']","[0, 0, 0, '3', 0, 0, '3', 0, 0, 0, 0, '-3', 0, 0, '2', '-5', 0, 0, 0]",0
in,"Warga Surabaya di atas 18 tahun di luar tenaga kesehatan dan lanjut usia mulai dapat menerima vaksinasi dosis keempat sebagai penguat demi menjaga masa perlindungan atau kekebalan komunitas dalam masa pandemi Covid-19. 
https://t.co/2HCWx7Wzt7

#Nusantara #AdadiKompas",warga surabaya 18 tenaga kesehatan usia menerima vaksinasi dosis keempat penguat menjaga perlindungan kekebalan komunitas pandemi covid 19 adadikompas ,"['warga', 'surabaya', '18', 'tenaga', 'kesehatan', 'usia', 'menerima', 'vaksinasi', 'dosis', 'keempat', 'penguat', 'menjaga', 'perlindungan', 'kekebalan', 'komunitas', 'pandemi', 'covid', '19', 'adadikompas']","[0, 0, 0, '3', 0, 0, '3', 0, 0, 0, 0, '-3', 0, 0, '2', '-5', 0, 0, 0]",0
in,"Warga Surabaya di atas 18 tahun di luar tenaga kesehatan dan lanjut usia mulai dapat menerima vaksinasi dosis keempat sebagai penguat demi menjaga masa perlindungan atau kekebalan komunitas dalam masa pandemi Covid-19. #Nusantara #AdadiKompas
https://t.co/rZ75fDVkjN",warga surabaya 18 tenaga kesehatan usia menerima vaksinasi dosis keempat penguat menjaga perlindungan kekebalan komunitas pandemi covid 19 nusantara adadikompas ,"['warga', 'surabaya', '18', 'tenaga', 'kesehatan', 'usia', 'menerima', 'vaksinasi', 'dosis', 'keempat', 'penguat', 'menjaga', 'perlindungan', 'kekebalan', 'komunitas', 'pandemi', 'covid', '19', 'nusantara', 'adadikompas']","[0, 0, 0, '3', 0, 0, '3', 0, 0, 0, 0, '-3', 0, 0, '2', '-5', 0, 0, 0, 0]",0
